Gesture,Landmarks
None,"[0.16201867163181305, 0.896548867225647, 0.10343236476182938, 0.813396692276001, 0.06031782925128937, 0.69944167137146, 0.029364600777626038, 0.6109827756881714, -0.010161295533180237, 0.558175802230835, 0.07479999959468842, 0.5401850938796997, 0.19973865151405334, 0.4651218056678772, 0.21571475267410278, 0.5152729749679565, 0.1962869018316269, 0.5615146160125732, 0.11618351191282272, 0.5481830835342407, 0.25383615493774414, 0.48089599609375, 0.26111140847206116, 0.5421852469444275, 0.23280225694179535, 0.5852361917495728, 0.16625604033470154, 0.5757726430892944, 0.2958512008190155, 0.5118662118911743, 0.2987292408943176, 0.5773206949234009, 0.2699969410896301, 0.6158344745635986, 0.22414982318878174, 0.6185595989227295, 0.32740530371665955, 0.5659146904945374, 0.32522398233413696, 0.6230283379554749, 0.2960295081138611, 0.6593848466873169]"
None,"[0.1642320603132248, 0.8909316062927246, 0.10387235879898071, 0.8101705312728882, 0.06051778793334961, 0.7015206813812256, 0.03328312933444977, 0.610775351524353, -0.0027955621480941772, 0.5560469627380371, 0.07554474472999573, 0.5361491441726685, 0.19997383654117584, 0.46024543046951294, 0.22167135775089264, 0.5085674524307251, 0.20679417252540588, 0.5535271167755127, 0.116810642182827, 0.5403109192848206, 0.25388097763061523, 0.47222334146499634, 0.2661162316799164, 0.5352213382720947, 0.23996737599372864, 0.5808757543563843, 0.16607032716274261, 0.5653342008590698, 0.2965502142906189, 0.4985085427761078, 0.30512771010398865, 0.5664474964141846, 0.2785150408744812, 0.609755277633667, 0.22201843559741974, 0.6067354083061218, 0.32763710618019104, 0.5575510859489441, 0.33183425664901733, 0.6179358959197998, 0.3055556118488312, 0.659329891204834]"
None,"[0.1626586616039276, 0.895868182182312, 0.10294783115386963, 0.8143876791000366, 0.06021897494792938, 0.6999388337135315, 0.03409397602081299, 0.6077130436897278, -0.003340691328048706, 0.5545256733894348, 0.07760987430810928, 0.5408138632774353, 0.20207467675209045, 0.4618369936943054, 0.226188063621521, 0.5086715817451477, 0.21407808363437653, 0.55361407995224, 0.11905978620052338, 0.547843873500824, 0.259824275970459, 0.477910578250885, 0.2734789550304413, 0.5398435592651367, 0.24813047051429749, 0.5828302502632141, 0.16758674383163452, 0.5753310322761536, 0.30166810750961304, 0.508089005947113, 0.30954527854919434, 0.5742939710617065, 0.2813040018081665, 0.6130361557006836, 0.22325947880744934, 0.6180240511894226, 0.33257490396499634, 0.5662532448768616, 0.33575400710105896, 0.62379390001297, 0.3067203760147095, 0.6607090830802917]"
None,"[0.1662345826625824, 0.8985500335693359, 0.10445843636989594, 0.8181804418563843, 0.0615578293800354, 0.7045811414718628, 0.0371861457824707, 0.609023928642273, -0.0007911771535873413, 0.5556641817092896, 0.07682909071445465, 0.5432910323143005, 0.20249110460281372, 0.4640839993953705, 0.22793233394622803, 0.509530782699585, 0.21678678691387177, 0.5528530478477478, 0.1187790110707283, 0.5499638319015503, 0.260719895362854, 0.4790000915527344, 0.27445274591445923, 0.5409200191497803, 0.2480720728635788, 0.5834196209907532, 0.16777005791664124, 0.57674640417099, 0.30280429124832153, 0.5108653903007507, 0.30987197160720825, 0.5768518447875977, 0.28054073452949524, 0.6138306260108948, 0.22418342530727386, 0.619075357913971, 0.3330570459365845, 0.5707152485847473, 0.33447813987731934, 0.6278137564659119, 0.3039925992488861, 0.6623817086219788]"
None,"[0.16812622547149658, 0.9010871648788452, 0.10586649924516678, 0.8185528516769409, 0.06312467157840729, 0.7014659643173218, 0.03696143627166748, 0.6054670214653015, -0.0056490302085876465, 0.5558074712753296, 0.0801408514380455, 0.5439186096191406, 0.20661789178848267, 0.46505603194236755, 0.2286343276500702, 0.5142071843147278, 0.21391154825687408, 0.5593014359474182, 0.11998201161623001, 0.5503067970275879, 0.2614108622074127, 0.47876882553100586, 0.2740296721458435, 0.5425312519073486, 0.2468627691268921, 0.585465669631958, 0.1674390286207199, 0.5770012140274048, 0.302789568901062, 0.5086871385574341, 0.30943092703819275, 0.576816201210022, 0.2785889804363251, 0.6131552457809448, 0.22299745678901672, 0.618801474571228, 0.3331219553947449, 0.5674062967300415, 0.3340481221675873, 0.6278612017631531, 0.30169492959976196, 0.6630333662033081]"
None,"[0.16870208084583282, 0.9028555154800415, 0.10479120165109634, 0.8187146186828613, 0.06228460371494293, 0.7013645768165588, 0.036834895610809326, 0.605812668800354, -0.0055960118770599365, 0.5576712489128113, 0.08113409578800201, 0.5451627969741821, 0.20439448952674866, 0.4669429659843445, 0.22887977957725525, 0.5126183032989502, 0.21780513226985931, 0.5567222833633423, 0.12174946069717407, 0.5516796708106995, 0.2600765824317932, 0.47950315475463867, 0.2746508717536926, 0.5414092540740967, 0.24960069358348846, 0.5844472646713257, 0.16998088359832764, 0.578249454498291, 0.30252334475517273, 0.5085108876228333, 0.3103012442588806, 0.5757228136062622, 0.28082042932510376, 0.6125143766403198, 0.22597461938858032, 0.6202396154403687, 0.3345162272453308, 0.5666265487670898, 0.3360595107078552, 0.6258846521377563, 0.30471763014793396, 0.6616747379302979]"
None,"[0.21594761312007904, 0.9380471706390381, 0.16783398389816284, 0.8460230231285095, 0.13530004024505615, 0.7269258499145508, 0.11226547509431839, 0.6522030830383301, 0.08216643333435059, 0.6109419465065002, 0.11401089280843735, 0.5688451528549194, 0.24929365515708923, 0.4906926453113556, 0.2684585750102997, 0.5512191653251648, 0.24321679770946503, 0.5998173952102661, 0.14449971914291382, 0.5763014554977417, 0.2964402735233307, 0.5093603730201721, 0.30154949426651, 0.5779622793197632, 0.26785293221473694, 0.6223279237747192, 0.18487747013568878, 0.6031169295310974, 0.32864850759506226, 0.5404818058013916, 0.33214718103408813, 0.6123843789100647, 0.30129146575927734, 0.6511241793632507, 0.2340523600578308, 0.6450785994529724, 0.34636980295181274, 0.5906195044517517, 0.3465939462184906, 0.6551804542541504, 0.31760239601135254, 0.694579541683197]"
None,"[0.25329849123954773, 0.9706724882125854, 0.2854200303554535, 0.8441862463951111, 0.29250794649124146, 0.7279936671257019, 0.31590569019317627, 0.6493430733680725, 0.33106356859207153, 0.5967780947685242, 0.14995077252388, 0.6085526943206787, 0.2985839247703552, 0.5194879770278931, 0.3129587769508362, 0.5970093607902527, 0.2771240174770355, 0.6565420627593994, 0.14571824669837952, 0.6117662787437439, 0.31612294912338257, 0.52252197265625, 0.323711633682251, 0.6009154319763184, 0.2865344285964966, 0.6503159403800964, 0.16313669085502625, 0.6329370737075806, 0.32671692967414856, 0.5488728284835815, 0.33561980724334717, 0.6344624757766724, 0.30238571763038635, 0.6854075789451599, 0.19829992949962616, 0.6671103835105896, 0.3288545310497284, 0.5990471839904785, 0.33490651845932007, 0.6689654588699341, 0.3039966821670532, 0.717808723449707]"
None,"[0.2429485321044922, 0.9693564772605896, 0.27668455243110657, 0.8501101136207581, 0.2789831757545471, 0.7189158201217651, 0.3001358211040497, 0.6322776079177856, 0.3158392608165741, 0.5780205726623535, 0.1434916853904724, 0.60845947265625, 0.29103973507881165, 0.5201041102409363, 0.30254945158958435, 0.5966136455535889, 0.26887136697769165, 0.6576084494590759, 0.13993383944034576, 0.6086322069168091, 0.3108566701412201, 0.5177544355392456, 0.3146963119506836, 0.5963026285171509, 0.2815101146697998, 0.6492500901222229, 0.16002705693244934, 0.6306313872337341, 0.3241315484046936, 0.5451785922050476, 0.32818570733070374, 0.6269325613975525, 0.295756459236145, 0.6762651801109314, 0.19923937320709229, 0.6663106083869934, 0.3299822509288788, 0.6058534383773804, 0.33541688323020935, 0.6749923825263977, 0.30686748027801514, 0.7194595336914062]"
None,"[0.25743040442466736, 0.984840989112854, 0.30303695797920227, 0.8525378108024597, 0.2994668483734131, 0.7295186519622803, 0.3103281855583191, 0.6473486423492432, 0.32452136278152466, 0.5833479762077332, 0.16329289972782135, 0.615696907043457, 0.3098781704902649, 0.5362746715545654, 0.3236042559146881, 0.6276606321334839, 0.2888382077217102, 0.6899063587188721, 0.1516537219285965, 0.6178383231163025, 0.3238343596458435, 0.5303915739059448, 0.329129695892334, 0.6265905499458313, 0.2922613024711609, 0.6853561997413635, 0.1598108857870102, 0.6384122967720032, 0.32602205872535706, 0.5576589107513428, 0.33413463830947876, 0.6532922387123108, 0.3000929653644562, 0.7098252773284912, 0.1845158189535141, 0.6732383370399475, 0.31490641832351685, 0.6103734374046326, 0.3241127133369446, 0.6820971965789795, 0.2943187355995178, 0.7282034754753113]"
None,"[0.24813510477542877, 0.9813287258148193, 0.3034667670726776, 0.8550884127616882, 0.30930638313293457, 0.7364072799682617, 0.3243148624897003, 0.6577417850494385, 0.34113529324531555, 0.5973367691040039, 0.16544222831726074, 0.6148954033851624, 0.30777156352996826, 0.5346912145614624, 0.3206668496131897, 0.6229973435401917, 0.2889375388622284, 0.6854946613311768, 0.15205328166484833, 0.6189254522323608, 0.3211316466331482, 0.5307199358940125, 0.32559821009635925, 0.624963104724884, 0.2909298241138458, 0.6827101111412048, 0.15973757207393646, 0.640080451965332, 0.3244147002696991, 0.5626293420791626, 0.3305894136428833, 0.6558796763420105, 0.2973514199256897, 0.7106568813323975, 0.18391740322113037, 0.6737138032913208, 0.31327253580093384, 0.6109063625335693, 0.3220914304256439, 0.6759575009346008, 0.2943163514137268, 0.7162817716598511]"
None,"[0.2529156804084778, 0.9762492179870605, 0.3033269941806793, 0.8444956541061401, 0.30645155906677246, 0.7250800132751465, 0.3194808065891266, 0.6434481143951416, 0.3343895375728607, 0.5824086666107178, 0.16606691479682922, 0.611681342124939, 0.3112039566040039, 0.5351440906524658, 0.3259375989437103, 0.6294974088668823, 0.2955884635448456, 0.6960931420326233, 0.1543882191181183, 0.6158209443092346, 0.3262315094470978, 0.5313121676445007, 0.33212393522262573, 0.6338313817977905, 0.2980937063694, 0.6987691521644592, 0.16202060878276825, 0.6359745264053345, 0.3282528817653656, 0.5623140335083008, 0.3354648947715759, 0.6640012860298157, 0.302902489900589, 0.7236174941062927, 0.18525534868240356, 0.6689982414245605, 0.3136834502220154, 0.6092392206192017, 0.3221657872200012, 0.6805314421653748, 0.2944546639919281, 0.7240257859230042]"
None,"[0.24780786037445068, 0.9742239713668823, 0.2967660427093506, 0.833857536315918, 0.29968324303627014, 0.7103577852249146, 0.30934640765190125, 0.6272149085998535, 0.317238986492157, 0.5642263889312744, 0.16734685003757477, 0.6039583683013916, 0.313923716545105, 0.5351704359054565, 0.32802122831344604, 0.6312686800956726, 0.29438573122024536, 0.6889885663986206, 0.1563170850276947, 0.6102675199508667, 0.33038562536239624, 0.5364588499069214, 0.3353959918022156, 0.6417566537857056, 0.2972552478313446, 0.700049102306366, 0.16351453959941864, 0.6341190934181213, 0.3317513167858124, 0.5688732862472534, 0.3386498689651489, 0.6742914319038391, 0.3030974566936493, 0.7292925119400024, 0.18529106676578522, 0.6715496182441711, 0.3140314817428589, 0.6160916686058044, 0.32369059324264526, 0.6892654299736023, 0.2946707308292389, 0.7299288511276245]"
None,"[0.2491309493780136, 0.9687637686729431, 0.2984372079372406, 0.8265613317489624, 0.30133524537086487, 0.7114371657371521, 0.31163284182548523, 0.6327864527702332, 0.323770135641098, 0.5725807547569275, 0.16606783866882324, 0.6050297617912292, 0.317249596118927, 0.5356223583221436, 0.3300735354423523, 0.6309707760810852, 0.2956586182117462, 0.6941719055175781, 0.15548434853553772, 0.6128383278846741, 0.3334009051322937, 0.5367873311042786, 0.33722546696662903, 0.6393613815307617, 0.2987016439437866, 0.7034637331962585, 0.1624637246131897, 0.6381611227989197, 0.3328555226325989, 0.5699775815010071, 0.3397747278213501, 0.6738203763961792, 0.30480489134788513, 0.7324079871177673, 0.18379126489162445, 0.6759315729141235, 0.3119467794895172, 0.6142229437828064, 0.32155221700668335, 0.6857419013977051, 0.29240286350250244, 0.7290443181991577]"
None,"[0.24841006100177765, 0.9644559025764465, 0.2982117831707001, 0.8213246464729309, 0.30046260356903076, 0.7062961459159851, 0.309955894947052, 0.6268842816352844, 0.3196273446083069, 0.566250205039978, 0.16739711165428162, 0.6051537394523621, 0.31742480397224426, 0.5370624661445618, 0.3309777081012726, 0.6320626139640808, 0.2955121099948883, 0.6918869018554688, 0.15669307112693787, 0.6112533807754517, 0.33256712555885315, 0.5384314060211182, 0.33732733130455017, 0.6408960819244385, 0.29784083366394043, 0.702043354511261, 0.1637183129787445, 0.6366493701934814, 0.3325970768928528, 0.570987343788147, 0.34043678641319275, 0.6749844551086426, 0.30390462279319763, 0.7310027480125427, 0.18548527359962463, 0.6748186945915222, 0.3122175633907318, 0.6152957677841187, 0.32255786657333374, 0.687030553817749, 0.2926267683506012, 0.7289335131645203]"
None,"[0.24448974430561066, 0.9681628346443176, 0.29474157094955444, 0.8266472816467285, 0.2986214756965637, 0.7088959217071533, 0.3082277774810791, 0.6308826804161072, 0.31974145770072937, 0.5693429112434387, 0.17131130397319794, 0.6034336090087891, 0.31999555230140686, 0.5369969606399536, 0.33338916301727295, 0.6325859427452087, 0.30022963881492615, 0.6970373392105103, 0.15943053364753723, 0.6099429726600647, 0.3339383602142334, 0.5390245318412781, 0.3390454649925232, 0.6428838968276978, 0.3014811873435974, 0.7073553204536438, 0.16450205445289612, 0.6364533305168152, 0.3333108425140381, 0.5726187229156494, 0.3407193422317505, 0.6788330674171448, 0.3058732748031616, 0.7378448843955994, 0.18448494374752045, 0.678046464920044, 0.31333059072494507, 0.6210184693336487, 0.3233356475830078, 0.6950238347053528, 0.2943309545516968, 0.7405124306678772]"
None,"[0.22147364914417267, 0.9505836367607117, 0.18211661279201508, 0.8464964628219604, 0.1592962145805359, 0.7186774015426636, 0.1362636685371399, 0.641338586807251, 0.09663853049278259, 0.6053573489189148, 0.1502297818660736, 0.5958394408226013, 0.2852802276611328, 0.5188254117965698, 0.30044618248939514, 0.5810830593109131, 0.2751016318798065, 0.6309921741485596, 0.17361187934875488, 0.6044031977653503, 0.32265958189964294, 0.5322939157485962, 0.32678741216659546, 0.598878800868988, 0.29944103956222534, 0.6415494680404663, 0.20945730805397034, 0.6352766752243042, 0.35349902510643005, 0.5765613913536072, 0.3532728850841522, 0.6450992822647095, 0.32324889302253723, 0.6802558898925781, 0.25608202815055847, 0.6780200004577637, 0.36576658487319946, 0.6415061950683594, 0.3640638291835785, 0.6991994976997375, 0.33667105436325073, 0.729684054851532]"
None,"[0.19696101546287537, 0.9204602837562561, 0.13243384659290314, 0.8354339599609375, 0.08732376992702484, 0.7241508960723877, 0.05291600525379181, 0.6376623511314392, 0.004266262054443359, 0.5874188542366028, 0.11737850308418274, 0.5619633197784424, 0.2369661033153534, 0.4842710494995117, 0.2540780305862427, 0.5388110280036926, 0.23539239168167114, 0.5909721255302429, 0.16529250144958496, 0.5665130019187927, 0.2896139323711395, 0.49936792254447937, 0.2993120551109314, 0.5623252391815186, 0.2717485725879669, 0.6104483008384705, 0.2218763828277588, 0.5951422452926636, 0.3380384147167206, 0.5268974304199219, 0.3410581350326538, 0.5932247042655945, 0.30807024240493774, 0.6355158090591431, 0.2861860692501068, 0.6416394710540771, 0.37804192304611206, 0.5814423561096191, 0.374350905418396, 0.6405962705612183, 0.3388153314590454, 0.6817618608474731]"
None,"[0.19713915884494781, 0.924764096736908, 0.13144366443157196, 0.8286515474319458, 0.08770427107810974, 0.7188194990158081, 0.05540682375431061, 0.6316365599632263, 0.009929805994033813, 0.5808495283126831, 0.12078139930963516, 0.5591608285903931, 0.24286898970603943, 0.48457908630371094, 0.26214468479156494, 0.5358933210372925, 0.24322685599327087, 0.5865036845207214, 0.16703027486801147, 0.5688465237617493, 0.2947150468826294, 0.5055179595947266, 0.3042455315589905, 0.5682508945465088, 0.2742408812046051, 0.613497257232666, 0.2223128378391266, 0.5995784997940063, 0.34025079011917114, 0.5331048369407654, 0.34331396222114563, 0.5999282002449036, 0.3105502724647522, 0.6402818560600281, 0.28396618366241455, 0.6475319266319275, 0.3769603371620178, 0.587915301322937, 0.37193310260772705, 0.6470420956611633, 0.3376064896583557, 0.6863779425621033]"
None,"[0.1899309903383255, 0.8823197484016418, 0.11317424476146698, 0.7972484230995178, 0.05771756172180176, 0.6990534663200378, 0.021159827709197998, 0.612653911113739, -0.02282451093196869, 0.5588259696960449, 0.11736820638179779, 0.530402421951294, 0.21298003196716309, 0.4592841863632202, 0.23911310732364655, 0.5068512558937073, 0.2300424724817276, 0.5582089424133301, 0.17580287158489227, 0.5399662256240845, 0.27582722902297974, 0.4811108112335205, 0.2907138466835022, 0.5366820096969604, 0.26994842290878296, 0.5860292911529541, 0.23694659769535065, 0.5681836009025574, 0.33026158809661865, 0.509552001953125, 0.33484989404678345, 0.5699323415756226, 0.30999475717544556, 0.6152090430259705, 0.3006129264831543, 0.6126552820205688, 0.3697732985019684, 0.5585372447967529, 0.3689614534378052, 0.6120490431785583, 0.34503763914108276, 0.6515178084373474]"
None,"[0.18639737367630005, 0.8789055943489075, 0.10467531532049179, 0.783063530921936, 0.04038073122501373, 0.6905852556228638, -0.00010737776756286621, 0.6119630336761475, -0.033339887857437134, 0.5512071251869202, 0.10234901309013367, 0.524300217628479, 0.1922910213470459, 0.4416564404964447, 0.22379730641841888, 0.4843981862068176, 0.21706034243106842, 0.5370922088623047, 0.1677418351173401, 0.5350987911224365, 0.2633417844772339, 0.46890491247177124, 0.2812908887863159, 0.5232075452804565, 0.26065173745155334, 0.5760490298271179, 0.23583710193634033, 0.5654212236404419, 0.3199126720428467, 0.5009204745292664, 0.32783716917037964, 0.5597636699676514, 0.3045137822628021, 0.609428346157074, 0.3033916652202606, 0.6127268671989441, 0.3671249449253082, 0.5510270595550537, 0.36765211820602417, 0.6038985252380371, 0.34653395414352417, 0.6470820307731628]"
None,"[0.18829484283924103, 0.8788906335830688, 0.1056743934750557, 0.7775875926017761, 0.03781065344810486, 0.6845607757568359, -0.008881479501724243, 0.6002891063690186, -0.042711228132247925, 0.5388286709785461, 0.0981275886297226, 0.5192480683326721, 0.19377367198467255, 0.43186694383621216, 0.2215682715177536, 0.4823986291885376, 0.20974603295326233, 0.5373296141624451, 0.1639995127916336, 0.5298221111297607, 0.2649519145488739, 0.4612618088722229, 0.2784254848957062, 0.5234174728393555, 0.25365254282951355, 0.5790839195251465, 0.23436571657657623, 0.5597805380821228, 0.3216085731983185, 0.49500951170921326, 0.32659482955932617, 0.556362509727478, 0.3011019825935364, 0.6076951026916504, 0.30385881662368774, 0.6057407259941101, 0.3674231171607971, 0.5395515561103821, 0.3658137321472168, 0.5938323736190796, 0.34392139315605164, 0.6373574137687683]"
None,"[0.19246980547904968, 0.8837307095527649, 0.1098472848534584, 0.7785980701446533, 0.044351741671562195, 0.6867528557777405, 0.0021683871746063232, 0.6057546734809875, -0.028209984302520752, 0.5471537113189697, 0.10527162998914719, 0.5196705460548401, 0.19746437668800354, 0.42792272567749023, 0.23248282074928284, 0.46878504753112793, 0.2280592918395996, 0.5190122127532959, 0.17082437872886658, 0.5279772877693176, 0.26854804158210754, 0.4581943452358246, 0.2870074510574341, 0.5148533582687378, 0.26616230607032776, 0.5696014761924744, 0.24047908186912537, 0.5575600862503052, 0.3245905041694641, 0.49291181564331055, 0.3326999545097351, 0.5507541298866272, 0.31007152795791626, 0.6027160286903381, 0.3097391128540039, 0.6044279932975769, 0.37302303314208984, 0.5394468307495117, 0.3727819323539734, 0.590043842792511, 0.35198700428009033, 0.6339157223701477]"
None,"[0.1904071718454361, 0.8855377435684204, 0.10921058803796768, 0.7803624868392944, 0.04397936165332794, 0.683165431022644, -0.0007943511009216309, 0.5976353287696838, -0.03641219437122345, 0.5367799401283264, 0.10472294688224792, 0.5191542506217957, 0.1984582096338272, 0.4303717017173767, 0.23262709379196167, 0.4719705581665039, 0.2270052433013916, 0.5243772864341736, 0.17092986404895782, 0.52845299243927, 0.2696705460548401, 0.4605122208595276, 0.2868759334087372, 0.5181960463523865, 0.2643571197986603, 0.573089063167572, 0.24141979217529297, 0.5584068298339844, 0.3257311284542084, 0.4955470561981201, 0.33338356018066406, 0.5538432598114014, 0.30995357036590576, 0.6055228114128113, 0.3110848069190979, 0.605259358882904, 0.37225550413131714, 0.5411263704299927, 0.37221089005470276, 0.5925692319869995, 0.35207003355026245, 0.6364866495132446]"
None,"[0.20380866527557373, 0.8798270225524902, 0.11996747553348541, 0.7810978293418884, 0.055665045976638794, 0.6864446401596069, 0.01782916486263275, 0.6013789772987366, -0.016290470957756042, 0.5366577506065369, 0.11808913946151733, 0.51516193151474, 0.20926925539970398, 0.4245917797088623, 0.24735720455646515, 0.46396276354789734, 0.24489586055278778, 0.5142004489898682, 0.18310731649398804, 0.523489236831665, 0.2821999192237854, 0.4536265432834625, 0.3056176006793976, 0.5068012475967407, 0.28973644971847534, 0.5598563551902771, 0.2511739730834961, 0.5536366701126099, 0.3386596441268921, 0.488655149936676, 0.3499367833137512, 0.5435618162155151, 0.3298865556716919, 0.5953553915023804, 0.320186585187912, 0.6010114550590515, 0.3896602392196655, 0.5392422676086426, 0.3897112309932709, 0.5878326296806335, 0.36734169721603394, 0.6312941312789917]"
None,"[0.20523077249526978, 0.8836444020271301, 0.11918503791093826, 0.7826024889945984, 0.054554566740989685, 0.6836568117141724, 0.016109809279441833, 0.5965046882629395, -0.018750861287117004, 0.5328908562660217, 0.12089869379997253, 0.5159354209899902, 0.20494017004966736, 0.4299306273460388, 0.2447659969329834, 0.46358752250671387, 0.2463243007659912, 0.5102782845497131, 0.18805056810379028, 0.5242298245429993, 0.2811362147331238, 0.4571944773197174, 0.3025817573070526, 0.5097237825393677, 0.2852292060852051, 0.5624871850013733, 0.2572545111179352, 0.5538842082023621, 0.33957111835479736, 0.4897708296775818, 0.34971803426742554, 0.5444992184638977, 0.3291119933128357, 0.5954219698905945, 0.3254932165145874, 0.6023550629615784, 0.3881102204322815, 0.538311779499054, 0.3884221315383911, 0.5858882069587708, 0.36775070428848267, 0.6279466152191162]"
None,"[0.22111976146697998, 0.8968427777290344, 0.13913622498512268, 0.7963830232620239, 0.07475858926773071, 0.6892171502113342, 0.03263677656650543, 0.5971174836158752, -0.012150809168815613, 0.5375522375106812, 0.1306699514389038, 0.525795042514801, 0.22454936802387238, 0.4311026334762573, 0.26274996995925903, 0.47188401222229004, 0.2613440752029419, 0.5228623747825623, 0.19608083367347717, 0.5342215299606323, 0.2957150340080261, 0.45794886350631714, 0.31913048028945923, 0.5108493566513062, 0.3016943633556366, 0.5634540319442749, 0.2645041346549988, 0.5632062554359436, 0.3535311818122864, 0.48869726061820984, 0.3649663031101227, 0.5428266525268555, 0.3440825939178467, 0.5944945812225342, 0.33413827419281006, 0.6080504655838013, 0.4023215174674988, 0.5382115244865417, 0.403736412525177, 0.5845795273780823, 0.38184648752212524, 0.6269910931587219]"
None,"[0.22044551372528076, 0.892000675201416, 0.1360742151737213, 0.7923192381858826, 0.07073591649532318, 0.6851420402526855, 0.02856793999671936, 0.5930188894271851, -0.014888286590576172, 0.5314087867736816, 0.1314493715763092, 0.5267523527145386, 0.22088110446929932, 0.43477946519851685, 0.25522738695144653, 0.4729791581630707, 0.25116533041000366, 0.5230262875556946, 0.19800223410129547, 0.5364089012145996, 0.29392561316490173, 0.4606759548187256, 0.3131064176559448, 0.5131810307502747, 0.2929207682609558, 0.5665897130966187, 0.266964316368103, 0.565595269203186, 0.3536911904811859, 0.4901546835899353, 0.36303699016571045, 0.542599081993103, 0.3413217067718506, 0.5942049622535706, 0.33562976121902466, 0.6096406579017639, 0.4010198414325714, 0.5420112609863281, 0.4014439880847931, 0.5870753526687622, 0.3796463906764984, 0.6283956170082092]"
None,"[0.28022733330726624, 0.9047415256500244, 0.19897840917110443, 0.8024150133132935, 0.13176622986793518, 0.6914474964141846, 0.08318579196929932, 0.5975157022476196, 0.02962307631969452, 0.5476841330528259, 0.1833842694759369, 0.5333467721939087, 0.275804340839386, 0.43314075469970703, 0.3021990656852722, 0.4868084788322449, 0.28803300857543945, 0.5459095239639282, 0.2478206604719162, 0.5412964224815369, 0.34415727853775024, 0.4628140330314636, 0.3600669205188751, 0.5257468223571777, 0.3341399133205414, 0.5843769311904907, 0.3171260356903076, 0.5677878856658936, 0.40202146768569946, 0.4963812828063965, 0.4085964560508728, 0.558826208114624, 0.382983922958374, 0.6127224564552307, 0.3877958059310913, 0.6099215149879456, 0.4542170763015747, 0.546879231929779, 0.4544646143913269, 0.6021715402603149, 0.43233901262283325, 0.6477713584899902]"
None,"[0.31193897128105164, 0.9010227918624878, 0.2315022349357605, 0.809053897857666, 0.16254565119743347, 0.7024380564689636, 0.11576105654239655, 0.6090776920318604, 0.06466464698314667, 0.554828405380249, 0.2111227661371231, 0.531331479549408, 0.30952534079551697, 0.43451905250549316, 0.32999682426452637, 0.49493175745010376, 0.31172826886177063, 0.5596560835838318, 0.2744235694408417, 0.5374563336372375, 0.3730551600456238, 0.4588315188884735, 0.38651734590530396, 0.5199366211891174, 0.3622486889362335, 0.5784159302711487, 0.34281593561172485, 0.5636887550354004, 0.4293142557144165, 0.4894621968269348, 0.43585872650146484, 0.5516148209571838, 0.4127679765224457, 0.605308473110199, 0.41557759046554565, 0.6053965091705322, 0.48684269189834595, 0.5435344576835632, 0.48652297258377075, 0.6002553105354309, 0.46486568450927734, 0.6460506916046143]"
None,"[0.3592855632305145, 0.8979864120483398, 0.2749120593070984, 0.8081466555595398, 0.20363661646842957, 0.7037501931190491, 0.1542513519525528, 0.609775960445404, 0.10149489343166351, 0.5595951080322266, 0.2546006441116333, 0.5316592454910278, 0.34761276841163635, 0.4352385401725769, 0.3806833028793335, 0.48201602697372437, 0.37580186128616333, 0.5398607850074768, 0.32342469692230225, 0.5347127318382263, 0.4231894612312317, 0.4422597587108612, 0.45676663517951965, 0.4861658811569214, 0.4543677568435669, 0.5403757691383362, 0.3967325687408447, 0.5570685863494873, 0.48405468463897705, 0.4586143493652344, 0.5157452821731567, 0.49907463788986206, 0.5157582759857178, 0.5483370423316956, 0.4705764651298523, 0.5993058085441589, 0.5369119644165039, 0.5198952555656433, 0.5656130909919739, 0.5418200492858887, 0.5728797912597656, 0.5682114958763123]"
None,"[0.3694569766521454, 0.8993505239486694, 0.28576385974884033, 0.8061039447784424, 0.21413151919841766, 0.7007761001586914, 0.16544677317142487, 0.6054967641830444, 0.11447975039482117, 0.5497289896011353, 0.2697579860687256, 0.5267869234085083, 0.3656073212623596, 0.4316146969795227, 0.3956887125968933, 0.4824844300746918, 0.3880760073661804, 0.5437875390052795, 0.3390210270881653, 0.532421886920929, 0.43875306844711304, 0.4466415345668793, 0.46728643774986267, 0.4959672689437866, 0.4639979600906372, 0.5550855398178101, 0.4125000238418579, 0.5604149699211121, 0.49996787309646606, 0.46589013934135437, 0.5312533974647522, 0.5079144835472107, 0.5356809496879578, 0.5607902407646179, 0.48583245277404785, 0.6073649525642395, 0.5521665811538696, 0.5446017384529114, 0.5781987905502319, 0.5775148868560791, 0.5868716835975647, 0.6125760674476624]"
None,"[0.377637654542923, 0.9110052585601807, 0.2934638261795044, 0.8134883642196655, 0.22556650638580322, 0.7050754427909851, 0.1761317253112793, 0.6054412126541138, 0.12445665895938873, 0.5447970032691956, 0.27247241139411926, 0.5271298885345459, 0.37439289689064026, 0.4302259087562561, 0.410190224647522, 0.4804210662841797, 0.4079532027244568, 0.5385279655456543, 0.3405695855617523, 0.5310585498809814, 0.4491207003593445, 0.44266602396965027, 0.48846447467803955, 0.4865187406539917, 0.4947271943092346, 0.5400512218475342, 0.4142304062843323, 0.5586862564086914, 0.5109226107597351, 0.461791455745697, 0.5531182289123535, 0.4986799657344818, 0.5657078623771667, 0.5468227863311768, 0.4883803725242615, 0.6061074733734131, 0.5627758502960205, 0.5391252040863037, 0.5977047085762024, 0.567051887512207, 0.6126431822776794, 0.5983291268348694]"
